id	clr	W
33176e81f3e7ef2b9de1b783ff1ca33c	0.12248845146422127	2
34694b03602115496c5d0bc105f80c0e	0.5704283187712349	3
34e40677eda6fb724e9323b0835d5ab0	-1.4795064213864613	2
3597a2689efaf5525ce460494a8ac383	0.15193421037831722	3
3677e15d86603bf0a6bb50f8b010afe7	0.17194488729670176	2
393e6e2cbe258ed27a4ca0a2ee0d2cdc	1.9861800642789618	8
3982159c2603cacc4bc4893003bda323	-2.4066769417389904	4
3add7df323955b22d1cea664ef38165d	1.7794987955091044	10
3ae3e825c5e3862af6c17798e2b40a37	-1.9543352652487906	1
3b65e1db6742cc44493248fff266f564	1.082351529612549	3
3b795f0122b28b0e6a07bec73894acee	-0.5122550163003472	3
3bf2fc236887eda11c969b84d30f9fbf	-0.17850474961726248	6
3ef461f213bfc675ddf0b1bfeef2dc52	1.163322809891484	0
40f48a770b506ce189149c8976e24d78	0.9321580645053165	4
41fedaa9200e2933821f84ecdc0b0772	1.635914038137025	10
43a9c44adeac51fd3ab95081da56d02d	0.14984214796068795	2
44ff26d8105cf822417b4b0c4eb27c02	-1.3999319367835756	1
465e9cab9abce306c1e0f7459b325c33	1.2346175454499	1
48eda83fda558aea8fdd32b9c8dfff98	0.6262142065997878	6
491ef1635067f62c395bdffd58966092	1.285978539003602	6
4b13979d719e78a50cb0eac34d72dec1	0.9945406411271676	2
4b5eeb300368260019c1fbc7a3c718fc	7.797107600058313	161
4b8228f4d7d3809aa6827e8d9e11a9ae	-0.5372758809395934	5
51757b1a0a985640893725af5d87d350	-0.43590960391255207	4
535696cecf56f03d3401d7d6dbe66d7b	0.3885477340298409	7
5437cb1c86c72638cbbc12896f88d1b1	0.47675495641088217	8
54b4964000ad1631e547c46a828ed1a0	0.9464476679653036	7
55937e5781c91185e27a91216008e4ca	1.2930212582452763	6
57b34afdff2e84fb9b0befd219edcb38	3.9993867834649217	1
59fefb91cc66ef6930b0201e4bf24cbb	2.1871588255302807	2
5df503c1ddf8f3f4ac9e49e983e3d7fd	-0.6983651350372218	4
66a605fcdaa020dbdd6136f241ea79d9	1.5940144593267602	11
67f9c74eeea5a4609bd1d2fab66ad3cc	-0.6613851025180657	1
74c2326ccd0bc2bd9e0f23f15b79ea16	0.78929550310971	4
77a517253ff10afeb78a37bc13d649a0	-1.7547083411943476	1
79e9e337b10e2d298bb1b3bde946782d	1.8502592187329245	0
7a5d5e6f85da7ca91daa2d803e8f9279	-2.717455119904792	30
7c32a71dc5ccf3ba4fa0a681006cfef1	-0.9730182072042488	5
7dd9c9124ec3f118a6cef1f0d422c011	-3.410281582011515	1
7e4d5b19d3213719048fe55dfad0da3a	0.16806884066270977	4
7fee9350277038eef98dee70b4190563	0.22779181773329715	2
80b20e907aa4fcf2309796bc303d151d	-1.961788830926397	19
8163d49042bbad8871a7aab8527c9a97	0.7609633317829592	5
816b94bcd935ca38afe71fd1e3c5356c	0.9849853379221178	6
823698689031b0b9c2c5152f92ffc70f	-0.5257916071428368	1
846cbaf603b77be035fe0cb61d14a23c	0.16475753397520498	1
84755bc954af6d3b39bb4c369e5992e7	-1.439855163842302	7
8659c05e82a2d1399cbc3fd26ab938e4	-0.12271886178871005	7
868528ca947bc57b69ffdf83e6b73bae	-6.88900556977805	156
868a4fe285b85fa1b8eb40071d5397be	0.05056793335127652	2
87899779aec8d38dfaf48d895cfe8021	-2.2965746256154436	1
880968796af86b3d6270c228fe8e7026	-3.0435546411040497	30
8c001c89f020a1b78b26ee21d1d56746	-0.2960056569286964	5
8f0a7d866b4e5ebf1e34d0a44eb950a4	-1.1585025433865932	3
90d32ffe026535b392c0bad850f213c4	2.0584768992740825	0
9118606a87ac19f8d041da20f16f3236	-3.972930393929695	55
919764896275058362e55f0849d2b38b	0.19047188033513196	2
91d0b3b7c0329b9a164b6e04a181f1d6	0.5414703648899546	2
94ca1389331a3a9230237844cfd545f6	0.49850780065829015	8
956d0a6f5a8e1d2fbb39df909cc14894	-0.7530374352784288	3
997056ba80681bbbdd5d09aa591eadc0	0.5704283187712353	8
9c6b4f83513e63a49ce33a8aeb1813ad	-0.07713847259022133	3
9e1c6b703a4312cce306c7757688a351	-1.9331499581350178	1
a0b0961c7ba318abff3e5a93f09f495e	-1.5152816322966296	3
a1b971c01ce0b220275c218adbe717c1	0.17969884457143315	2
a4c08e2c3a34038ea877b16d01736837	1.3939241431099865	10
a5551fc60aa8bbaab737487552ea2a75	3.4879960776947367	23
a5df9a825c3d8eeb228a6781c3db134c	1.2824538079087269	3
a841dd7e2f38b26bb7bb37179b4141d5	-0.8453118012627514	4
aa668eb01ca9dcc59aeb1454b600c8c8	-1.1775957880827366	1
ab6b063ed43d8cb3008e157a0a305c47	-4.180074025821504	52
acfe4c003905a7074aeaf385b78ad9e0	-2.8077402406639687	5
ae881162d813e498f40bf33b8e42d54a	0.7700552428256779	8
aee707afe3847427a6d3d34e31437923	1.5484340701282717	8
b00d44992702bd3743d7f353638d42f9	0.9366424896769834	1
b0ca0d2568c23c26c6704017eae471e1	0.7437151139112217	5
b383ade799e9c83c649cec37705a251d	-1.429424202999452	8
b3d4d129c955517b446df657236ba5a2	3.6810542007640255	31
b44621e5c80607cdfacbf7a81e1cbe41	0.6160087079697241	2
b5bf6383b53e0add0d6589b73949462a	0.3380443291151911	0
b8afb7bb30b7a9170b7c6dcd40251d54	-2.78894403023025	1
b8b19c4f0719a5d5b965a0f50f05827c	-0.5178314556789223	2
bb370945a6777f712cfd963c55f2ff54	0.7782115496546971	6
bfbed36e63b69fec4627424163d20118	-0.47550265009989845	3
c04b03fdea7f81c8c52fc540c50a24a4	0.7251881208727908	3
c57b70d65a63c4bf9f12c179c2416839	1.3688178229922126	3
c7ec57695a6d83b461eba523752755ec	0.7103322657550908	3
cb2fe0146e2fbcb101050edb996a0ee2	-0.39737193395573733	7
cba5f5b1153235425628bd77a28257c7	0.42096906858232974	3
cbb7ea319a7633cf0917c6e5cde0e923	-1.057136266359552	6
cdd14cce4ec44b3235923652b71e947e	-5.325652139314885	133
d057c881d931baa475ee3d5e12c18610	-0.469292452068683	3
d2613a43f4ed1dda8a673e7fb251ebef	-0.9466488573207921	0
d29fe3c70564fc0f69f2c03e0d1e5561	-0.050798343675764634	6
d3e265209c342d15d93a910e38ad9be2	-1.783666295075628	14
d51cd90e95b57acb614698dc580759fb	1.221100740132331	3
d781fa7e866ac295ce9a56bd97912983	-2.7434453537306425	10
d86ef5d6394f5dbeb945f39aa25e7426	0.9910273228197966	9
d8db52dac1023a8fa0e56e92670d7ac1	-1.158502543386593	4
dd29d5734196dc92232bafc6fef0c2a1	-1.4066684710512753	6
e063d1c3c9daf7390e5475e48d9b01c5	2.448650964325952	1
e2c355360209f0b71b70b85ed0f9532d	-0.05079834367576508	3
e2f0caba18b002ca9762ed56167c6188	-0.6983651350372213	3
e7c8b8c8fced8eead4b767bffe6dd544	0.9599644732828727	4
e80d9134b601511a2702b54268b57249	0.9727877968797602	3
ebd1dcd162acede67bb633c42c7b2ac2	0.12248845146422149	2
ed950935b660fb10449d5f229dc13fb9	1.1641547574146531	1
edacf632dcadc21c328669befafe2af6	1.3315589282020908	3
ee0fb26fca3afb05e0b288d6fcab899e	3.2825124653507967	1
ee7ce85e38500b28d9d79b63c7fbf9a6	0.050567933351276295	4
f023384b8f989d014dd2ead7f10db307	-2.026420202966478	1
f0e16b2961cac3985938413cea00eb14	0.29577524660420784	6
f16a387e898dbae6432b2ed0241120bd	0.501956131191374	0
f4eefbd4edf2a372131825289fffcca6	1.3488071460738287	7
f59a4d48a03cc224462bf83e4d4ab126	0.9078014675097148	0
f5a8a3c7e17b300cd9ed30a6321df5cc	0.8836190608950774	5
f66effc279917d65747b7c3ef8d62432	-0.8119289531066205	6
f8f937eeee7762f446a0e87292f98eb6	-2.030364515199583	1
f91c81859bf6eede55eef9c915dd8bab	1.1436321441207953	3
fb4f7d9d3f91ac2f22a542fbd13019c1	-1.4255453591783118	8
fbf110ef5de76f86121c8504a0cb786e	0.27964061631981485	4
fc15824cd9e9c29e1319d32843452b54	0.7997408216379736	10
fc1f49989e78fa71bc6404ff2a148576	-0.24021976910014442	2
fcd4f95c05b868060121ff709085bf21	-0.35179154475724883	4
fe30ff0f71a38a39cf1717ec2be3a2fc	0.9464476679653036	6
fea5c05e9b8245c5ca46f6673f59e0bf	-0.7516384389023989	5
ff3de737f93b5a25f8a7f3d46e811825	1.0183681860782487	3
ff3df50eea7490dd794148649c480fd3	1.2719561723408412	1
